"","Sample_ID","Genus_sp_95toPresent","Life_stage2","Sample_date","Sample_site","Zoop_density","Zoop_biomass"
"427","20200812-37-890","Daphnia mendotae","YO",2020-08-12,"37-890",0.364460707491125,1.84191130320077
"428","20200812-37-890","Daphnia parvula","YO",2020-08-12,"37-890",0,0
"429","20200812-37-890","Daphnia pulex","YO",2020-08-12,"37-890",0,0
"430","20200812-37-890","Daphnia retrocurva","YO",2020-08-12,"37-890",0.546691061236688,1.45755305681653
"431","20200812-37-890","Daphnia rosea","YO",2020-08-12,"37-890",0,0
"432","20200812-37-890","Daphnia schodleri","YO",2020-08-12,"37-890",0,0
"433","20200812-37-890","Diacyclops thomasi","YO",2020-08-12,"37-890",0,0
"434","20200812-37-890","Diaphanosoma sp.","YO",2020-08-12,"37-890",12.0272033472071,34.6081261808563
"435","20200812-37-890","Dreissena spp.","Veliger",2020-08-12,"37-890",26.7878620005977,12.4563405145275
"436","20200812-37-890","Epischura lacustris","YO",2020-08-12,"37-890",0,0
"437","20200812-37-890","Ergasilus sp.","YO",2020-08-12,"37-890",0,0
"438","20200812-37-890","Euchlanis sp.","YO",2020-08-12,"37-890",0,0
"439","20200812-37-890","Eucyclops spp.","YO",2020-08-12,"37-890",0,0
"440","20200812-37-890","Eurycercus lamellatus","YO",2020-08-12,"37-890",0,0
"441","20200812-37-890","Eurytemora carolleeae","YO",2020-08-12,"37-890",0,0
"442","20200812-37-890","Filinia sp.","YO",2020-08-12,"37-890",0,0
"443","20200812-37-890","Harpacticoida spp.","YO",2020-08-12,"37-890",0,0
"444","20200812-37-890","Harpacticoida spp. nauplii","Nauplii",2020-08-12,"37-890",0,0
"445","20200812-37-890","Holopedium gibberum","YO",2020-08-12,"37-890",0,0
"446","20200812-37-890","Ilyocryptus sp.","YO",2020-08-12,"37-890",0,0
"447","20200812-37-890","Kellicottia sp.","YO",2020-08-12,"37-890",0,0
"448","20200812-37-890","Keratella quadrata","YO",2020-08-12,"37-890",0,0
"449","20200812-37-890","Keratella sp.","YO",2020-08-12,"37-890",12.7561247621894,1.403171998558
"450","20200812-37-890","Kurzia latissima","YO",2020-08-12,"37-890",0,0
"451","20200812-37-890","Lecane sp.","YO",2020-08-12,"37-890",0,0
"452","20200812-37-890","Lepadella patella","YO",2020-08-12,"37-890",0,0
"453","20200812-37-890","Leptodiaptomus ashlandi","YO",2020-08-12,"37-890",0,0
"454","20200812-37-890","Leptodiaptomus minutus","YO",2020-08-12,"37-890",0,0
"455","20200812-37-890","Leptodiaptomus sicilis","YO",2020-08-12,"37-890",0,0
"456","20200812-37-890","Leptodiaptomus siciloides","YO",2020-08-12,"37-890",23.325485279432,116.538661092028
"457","20200812-37-890","Leptodora kindti","YO",2020-08-12,"37-890",0,0
"458","20200812-37-890","Leydigia sp.","YO",2020-08-12,"37-890",0,0
"459","20200812-37-890","Limnocalanus macrurus","YO",2020-08-12,"37-890",0,0
"460","20200812-37-890","Macrothrix sp.","YO",2020-08-12,"37-890",0,0
"461","20200812-37-890","Mesocyclops spp.","YO",2020-08-12,"37-890",14.578428299645,40.0403311081738
"462","20200812-37-890","Moina sp.","YO",2020-08-12,"37-890",0,0
"463","20200812-37-890","Monostyla sp.","YO",2020-08-12,"37-890",0,0
"464","20200812-37-890","Notholca sp.","YO",2020-08-12,"37-890",0,0
"465","20200812-37-890","Paracyclops poppei","YO",2020-08-12,"37-890",0,0
"466","20200812-37-890","Platyias sp.","YO",2020-08-12,"37-890",0,0
"467","20200812-37-890","Pleuroxus sp.","YO",2020-08-12,"37-890",0,0
"468","20200812-37-890","Ploesoma sp.","YO",2020-08-12,"37-890",0,0
"469","20200812-37-890","Polyarthra sp.","YO",2020-08-12,"37-890",142.868597336521,105.722632037132
"470","20200812-37-890","Rotifera spp.","YO",2020-08-12,"37-890",51.7534204637398,22.7197236484139
"471","20200812-37-890","Scapholeberis sp.","YO",2020-08-12,"37-890",0,0
"472","20200812-37-890","Sida crystallina","YO",2020-08-12,"37-890",0,0
"473","20200812-37-890","Simocephalus sp.","YO",2020-08-12,"37-890",0,0
"474","20200812-37-890","Skistodiaptomus oregonensis","YO",2020-08-12,"37-890",0,0
"475","20200812-37-890","Skistodiaptomus reighardi","YO",2020-08-12,"37-890",0.728921414982251,3.72888880966654
"476","20200812-37-890","Synchaeta sp.","YO",2020-08-12,"37-890",0,0
"477","20200812-37-890","Testudinella sp.","YO",2020-08-12,"37-890",0,0
"478","20200812-37-890","Trichocerca sp.","YO",2020-08-12,"37-890",0,0
"479","20200812-37-890","Tropocyclops prasinus mexicanus","YO",2020-08-12,"37-890",0,0
"480","20200812-37-890","Unidentified Daphniidae spp.","YO",2020-08-12,"37-890",0,0
"481","20200825-37-890","Acanthocyclops vernalis","YO",2020-08-25,"37-890",0.135210155454496,0.480707560397848
"482","20200825-37-890","Acroperus harpae","YO",2020-08-25,"37-890",0,0
"483","20200825-37-890","Alona sp.","YO",2020-08-25,"37-890",0,0
"484","20200825-37-890","Alonella sp.","YO",2020-08-25,"37-890",0,0
"485","20200825-37-890","Argulus sp.","YO",2020-08-25,"37-890",0,0
"486","20200825-37-890","Ascomorpha sp.","YO",2020-08-25,"37-890",0,0
"487","20200825-37-890","Asplanchna sp.","YO",2020-08-25,"37-890",0.067605077727248,0.010816799136
"488","20200825-37-890","Bipalpus hudsoni","YO",2020-08-25,"37-890",0.16901269431812,0.103435641738
"489","20200825-37-890","Bosmina coregoni","YO",2020-08-25,"37-890",0.236617772045368,0.400727778790495
"490","20200825-37-890","Bosmina longirostris","YO",2020-08-25,"37-890",1.89294217636294,1.92934047793849
"491","20200825-37-890","Bosminopsis deitersi","YO",2020-08-25,"37-890",0,0
"492","20200825-37-890","Brachionus sp.","YO",2020-08-25,"37-890",4.83376305749823,0.96675142282
"493","20200825-37-890","Calanoida spp.","YO",2020-08-25,"37-890",4.36052751340749,9.29091424353831
"494","20200825-37-890","Calanoida spp. nauplii","Nauplii",2020-08-25,"37-890",49.351706740891,7.51347122123627
"495","20200825-37-890","Camptocercus sp.","YO",2020-08-25,"37-890",0,0
"496","20200825-37-890","Ceriodaphnia sp.","YO",2020-08-25,"37-890",0,0
"497","20200825-37-890","Chydoridae spp.","YO",2020-08-25,"37-890",0,0
"498","20200825-37-890","Cladocera sp.","YO",2020-08-25,"37-890",0,0
"499","20200825-37-890","Collotheca sp.","YO",2020-08-25,"37-890",0,0
"500","20200825-37-890","Conochilus sp.","YO",2020-08-25,"37-890",0,0
"501","20200825-37-890","Cyclopoida spp.","YO",2020-08-25,"37-890",3.85348943045313,3.8703042397262
"502","20200825-37-890","Cyclopoida spp. nauplii","Nauplii",2020-08-25,"37-890",1.8253370986357,0.216762632220608
"503","20200825-37-890","Daphnia ambigua","YO",2020-08-25,"37-890",0,0
"504","20200825-37-890","Daphnia laevis","YO",2020-08-25,"37-890",0,0
"505","20200825-37-890","Daphnia longiremis","YO",2020-08-25,"37-890",0,0
"506","20200825-37-890","Daphnia lumholtzi","YO",2020-08-25,"37-890",0,0
"507","20200825-37-890","Daphnia mendotae","YO",2020-08-25,"37-890",0.202815233181744,1.62630033996818
"508","20200825-37-890","Daphnia parvula","YO",2020-08-25,"37-890",0,0
"509","20200825-37-890","Daphnia pulex","YO",2020-08-25,"37-890",0,0
"510","20200825-37-890","Daphnia retrocurva","YO",2020-08-25,"37-890",0.202815233181744,0.944773917982054
"511","20200825-37-890","Daphnia rosea","YO",2020-08-25,"37-890",0,0
"512","20200825-37-890","Daphnia schodleri","YO",2020-08-25,"37-890",0,0
"513","20200825-37-890","Diacyclops thomasi","YO",2020-08-25,"37-890",0,0
"514","20200825-37-890","Diaphanosoma sp.","YO",2020-08-25,"37-890",1.5549167877267,4.48474155716447
"515","20200825-37-890","Dreissena spp.","Veliger",2020-08-25,"37-890",17.3407024370391,8.0634167188005
"516","20200825-37-890","Epischura lacustris","YO",2020-08-25,"37-890",0.270420310908992,3.17932748321697
"517","20200825-37-890","Ergasilus sp.","YO",2020-08-25,"37-890",0,0
"518","20200825-37-890","Euchlanis sp.","YO",2020-08-25,"37-890",0,0
"519","20200825-37-890","Eucyclops spp.","YO",2020-08-25,"37-890",0,0
"520","20200825-37-890","Eurycercus lamellatus","YO",2020-08-25,"37-890",0,0
"521","20200825-37-890","Eurytemora carolleeae","YO",2020-08-25,"37-890",0,0
"522","20200825-37-890","Filinia sp.","YO",2020-08-25,"37-890",0,0
"523","20200825-37-890","Harpacticoida spp.","YO",2020-08-25,"37-890",0,0
"524","20200825-37-890","Harpacticoida spp. nauplii","Nauplii",2020-08-25,"37-890",0,0
"525","20200825-37-890","Holopedium gibberum","YO",2020-08-25,"37-890",0,0
"526","20200825-37-890","Ilyocryptus sp.","YO",2020-08-25,"37-890",0,0
"527","20200825-37-890","Kellicottia sp.","YO",2020-08-25,"37-890",0,0
"528","20200825-37-890","Keratella quadrata","YO",2020-08-25,"37-890",0,0
"529","20200825-37-890","Keratella sp.","YO",2020-08-25,"37-890",7.16613823908829,0.788274237069
"530","20200825-37-890","Kurzia latissima","YO",2020-08-25,"37-890",0,0
"531","20200825-37-890","Lecane sp.","YO",2020-08-25,"37-890",0,0
"532","20200825-37-890","Lepadella patella","YO",2020-08-25,"37-890",0,0
"533","20200825-37-890","Leptodiaptomus ashlandi","YO",2020-08-25,"37-890",0,0
"534","20200825-37-890","Leptodiaptomus minutus","YO",2020-08-25,"37-890",0.540840621817984,1.43304231904868
"535","20200825-37-890","Leptodiaptomus sicilis","YO",2020-08-25,"37-890",0,0
"536","20200825-37-890","Leptodiaptomus siciloides","YO",2020-08-25,"37-890",2.29857264272643,12.6886069052803
"537","20200825-37-890","Leptodora kindti","YO",2020-08-25,"37-890",0.236617772045368,2.23140986029578
"538","20200825-37-890","Leydigia sp.","YO",2020-08-25,"37-890",0,0
"539","20200825-37-890","Limnocalanus macrurus","YO",2020-08-25,"37-890",0,0
"540","20200825-37-890","Macrothrix sp.","YO",2020-08-25,"37-890",0,0
"541","20200825-37-890","Mesocyclops spp.","YO",2020-08-25,"37-890",4.59714528545286,13.5638872583078
"542","20200825-37-890","Moina sp.","YO",2020-08-25,"37-890",0,0
"543","20200825-37-890","Monostyla sp.","YO",2020-08-25,"37-890",0,0
"544","20200825-37-890","Notholca sp.","YO",2020-08-25,"37-890",0,0
"545","20200825-37-890","Paracyclops poppei","YO",2020-08-25,"37-890",0,0
"546","20200825-37-890","Platyias sp.","YO",2020-08-25,"37-890",0,0
"547","20200825-37-890","Pleuroxus sp.","YO",2020-08-25,"37-890",0,0
"548","20200825-37-890","Ploesoma sp.","YO",2020-08-25,"37-890",0,0
"549","20200825-37-890","Polyarthra sp.","YO",2020-08-25,"37-890",25.9941523861268,19.235649114426
"550","20200825-37-890","Rotifera spp.","YO",2020-08-25,"37-890",77.7796419251988,34.1452208217051
"551","20200825-37-890","Scapholeberis sp.","YO",2020-08-25,"37-890",0,0
"552","20200825-37-890","Sida crystallina","YO",2020-08-25,"37-890",0,0
"553","20200825-37-890","Simocephalus sp.","YO",2020-08-25,"37-890",0,0
"554","20200825-37-890","Skistodiaptomus oregonensis","YO",2020-08-25,"37-890",0.270420310908992,1.54630500540399
"555","20200825-37-890","Skistodiaptomus reighardi","YO",2020-08-25,"37-890",0.236617772045368,1.23512756788311
"556","20200825-37-890","Synchaeta sp.","YO",2020-08-25,"37-890",0,0
"557","20200825-37-890","Testudinella sp.","YO",2020-08-25,"37-890",0,0
"558","20200825-37-890","Trichocerca sp.","YO",2020-08-25,"37-890",0,0
"559","20200825-37-890","Tropocyclops prasinus mexicanus","YO",2020-08-25,"37-890",0.067605077727248,0.0796990667332375
"560","20200825-37-890","Unidentified Daphniidae spp.","YO",2020-08-25,"37-890",0,0
"561","20200908-37-890","Acanthocyclops vernalis","YO",2020-09-08,"37-890",0,0
"562","20200908-37-890","Acroperus harpae","YO",2020-09-08,"37-890",0,0
"563","20200908-37-890","Alona sp.","YO",2020-09-08,"37-890",0,0
"564","20200908-37-890","Alonella sp.","YO",2020-09-08,"37-890",0,0
"565","20200908-37-890","Argulus sp.","YO",2020-09-08,"37-890",0,0
"566","20200908-37-890","Ascomorpha sp.","YO",2020-09-08,"37-890",0,0
"567","20200908-37-890","Asplanchna sp.","YO",2020-09-08,"37-890",0.264396718604053,0.04230342296
"568","20200908-37-890","Bipalpus hudsoni","YO",2020-09-08,"37-890",0,0
"569","20200908-37-890","Bosmina coregoni","YO",2020-09-08,"37-890",30.6700193580701,63.6367488711778
"570","20200908-37-890","Bosmina longirostris","YO",2020-09-08,"37-890",4.75914093487295,3.66877360785818
"571","20200908-37-890","Bosminopsis deitersi","YO",2020-09-08,"37-890",0,0
"572","20200908-37-890","Brachionus sp.","YO",2020-09-08,"37-890",1.05758687441621,0.21151711482
"573","20200908-37-890","Calanoida spp.","YO",2020-09-08,"37-890",7.13871140230943,12.8366864108072
"574","20200908-37-890","Calanoida spp. nauplii","Nauplii",2020-09-08,"37-890",59.753658404516,9.33290799130411
"575","20200908-37-890","Camptocercus sp.","YO",2020-09-08,"37-890",0,0
"576","20200908-37-890","Ceriodaphnia sp.","YO",2020-09-08,"37-890",0,0
"577","20200908-37-890","Chydoridae spp.","YO",2020-09-08,"37-890",2.90836390464458,2.6941959215372
"578","20200908-37-890","Cladocera sp.","YO",2020-09-08,"37-890",0,0
"579","20200908-37-890","Collotheca sp.","YO",2020-09-08,"37-890",0,0
"580","20200908-37-890","Conochilus sp.","YO",2020-09-08,"37-890",0,0
"581","20200908-37-890","Cyclopoida spp.","YO",2020-09-08,"37-890",6.87431468370538,8.43154810076732
"582","20200908-37-890","Cyclopoida spp. nauplii","Nauplii",2020-09-08,"37-890",1.85077703022837,0.222269247897921
"583","20200908-37-890","Daphnia ambigua","YO",2020-09-08,"37-890",0,0
"584","20200908-37-890","Daphnia laevis","YO",2020-09-08,"37-890",0,0
"585","20200908-37-890","Daphnia longiremis","YO",2020-09-08,"37-890",0,0
"586","20200908-37-890","Daphnia lumholtzi","YO",2020-09-08,"37-890",0,0
"587","20200908-37-890","Daphnia mendotae","YO",2020-09-08,"37-890",0,0
"588","20200908-37-890","Daphnia parvula","YO",2020-09-08,"37-890",0,0
"589","20200908-37-890","Daphnia pulex","YO",2020-09-08,"37-890",0,0
"590","20200908-37-890","Daphnia retrocurva","YO",2020-09-08,"37-890",6.34552124649727,10.2530979133126
"591","20200908-37-890","Daphnia rosea","YO",2020-09-08,"37-890",0,0
"592","20200908-37-890","Daphnia schodleri","YO",2020-09-08,"37-890",0,0
"593","20200908-37-890","Diacyclops thomasi","YO",2020-09-08,"37-890",0,0
"594","20200908-37-890","Diaphanosoma sp.","YO",2020-09-08,"37-890",12.9554392115986,39.7501630979187
"595","20200908-37-890","Dreissena spp.","Veliger",2020-09-08,"37-890",69.80073371147,32.4573012677805
"596","20200908-37-890","Epischura lacustris","YO",2020-09-08,"37-890",0,0
"597","20200908-37-890","Ergasilus sp.","YO",2020-09-08,"37-890",0,0
"598","20200908-37-890","Euchlanis sp.","YO",2020-09-08,"37-890",0,0
"599","20200908-37-890","Eucyclops spp.","YO",2020-09-08,"37-890",0,0
"600","20200908-37-890","Eurycercus lamellatus","YO",2020-09-08,"37-890",0,0
"601","20200908-37-890","Eurytemora carolleeae","YO",2020-09-08,"37-890",0,0
"602","20200908-37-890","Filinia sp.","YO",2020-09-08,"37-890",0,0
"603","20200908-37-890","Harpacticoida spp.","YO",2020-09-08,"37-890",0,0
"604","20200908-37-890","Harpacticoida spp. nauplii","Nauplii",2020-09-08,"37-890",0,0
"605","20200908-37-890","Holopedium gibberum","YO",2020-09-08,"37-890",0,0
"606","20200908-37-890","Ilyocryptus sp.","YO",2020-09-08,"37-890",0,0
"607","20200908-37-890","Kellicottia sp.","YO",2020-09-08,"37-890",0.528793437208106,0.032785152794
"608","20200908-37-890","Keratella quadrata","YO",2020-09-08,"37-890",0,0
"609","20200908-37-890","Keratella sp.","YO",2020-09-08,"37-890",40.7170946650242,4.478874906121
"610","20200908-37-890","Kurzia latissima","YO",2020-09-08,"37-890",0,0
"611","20200908-37-890","Lecane sp.","YO",2020-09-08,"37-890",0,0
"612","20200908-37-890","Lepadella patella","YO",2020-09-08,"37-890",0,0
"613","20200908-37-890","Leptodiaptomus ashlandi","YO",2020-09-08,"37-890",0,0
"614","20200908-37-890","Leptodiaptomus minutus","YO",2020-09-08,"37-890",0,0
"615","20200908-37-890","Leptodiaptomus sicilis","YO",2020-09-08,"37-890",0,0
"616","20200908-37-890","Leptodiaptomus siciloides","YO",2020-09-08,"37-890",5.28793437208106,28.4468379233689
"617","20200908-37-890","Leptodora kindti","YO",2020-09-08,"37-890",0.264396718604053,11.4019187759937
"618","20200908-37-890","Leydigia sp.","YO",2020-09-08,"37-890",0,0
"619","20200908-37-890","Limnocalanus macrurus","YO",2020-09-08,"37-890",0,0
"620","20200908-37-890","Macrothrix sp.","YO",2020-09-08,"37-890",0,0
"621","20200908-37-890","Mesocyclops spp.","YO",2020-09-08,"37-890",9.51828186974591,31.8766215054776
"622","20200908-37-890","Moina sp.","YO",2020-09-08,"37-890",0,0
"623","20200908-37-890","Monostyla sp.","YO",2020-09-08,"37-890",0,0
"624","20200908-37-890","Notholca sp.","YO",2020-09-08,"37-890",0,0
"625","20200908-37-890","Paracyclops poppei","YO",2020-09-08,"37-890",0.264396718604053,0.337310473106354
"626","20200908-37-890","Platyias sp.","YO",2020-09-08,"37-890",0,0
"627","20200908-37-890","Pleuroxus sp.","YO",2020-09-08,"37-890",0,0
"628","20200908-37-890","Ploesoma sp.","YO",2020-09-08,"37-890",0.793190155812159,0
"629","20200908-37-890","Polyarthra sp.","YO",2020-09-08,"37-890",28.2904488906337,20.93490643844
"630","20200908-37-890","Rotifera spp.","YO",2020-09-08,"37-890",125.588441336925,55.1332579574849
"631","20200908-37-890","Scapholeberis sp.","YO",2020-09-08,"37-890",0,0
"632","20200908-37-890","Sida crystallina","YO",2020-09-08,"37-890",0,0
"633","20200908-37-890","Simocephalus sp.","YO",2020-09-08,"37-890",0,0
"634","20200908-37-890","Skistodiaptomus oregonensis","YO",2020-09-08,"37-890",0.528793437208106,3.38794254657798
"635","20200908-37-890","Skistodiaptomus reighardi","YO",2020-09-08,"37-890",0.264396718604053,1.40527014971626
"636","20200908-37-890","Synchaeta sp.","YO",2020-09-08,"37-890",0,0
"637","20200908-37-890","Testudinella sp.","YO",2020-09-08,"37-890",0,0
"638","20200908-37-890","Trichocerca sp.","YO",2020-09-08,"37-890",0,0
"639","20200908-37-890","Tropocyclops prasinus mexicanus","YO",2020-09-08,"37-890",0,0
"640","20200908-37-890","Unidentified Daphniidae spp.","YO",2020-09-08,"37-890",0,0
