"","Sample_ID","Sample_date","Sample_site","Project","Latitude","Longitude","Secchi_depth_m","Depth_m","Ave_temp"
"1","20110422-Mosquito_Site_1",2011-04-22,"Mosquito_Site_1","Reservoir",41.311782,-80.755009,NA,NA,0
"2","20110425-Berlin_Site_2",2011-04-25,"Berlin_Site_2","Reservoir",41.044204,-81.003526,NA,NA,0
"3","20110425-Raccoon_Creek_Site_1",2011-04-25,"Raccoon_Creek_Site_1","Reservoir",41.290113,-82.978627,NA,NA,0
"4","20110425-Willard_1_Rep_2",2011-04-25,"Willard_1_Rep_2","Reservoir",41.063275,-82.662544,NA,NA,0
"5","20110425-Willard_Site_1",2011-04-25,"Willard_Site_1","Reservoir",41.063275,-82.662544,NA,NA,0
"6","20110426-Defiance_W9",2011-04-26,"Defiance_W9","Reservoir",41.26751,-84.394521,NA,NA,0
"7","20110426-Delphos_Gilmore_Site_WQ",2011-04-26,"Delphos_Gilmore_Site_WQ","Reservoir",40.879415,-84.364513,NA,NA,0
"8","20110426-Findlay_Res_2_WQ",2011-04-26,"Findlay_Res_2_WQ","Reservoir",41.020428,-83.572988,NA,NA,0
"9","20110426-Lake_Lecomte_Site_WQ",2011-04-26,"Lake_Lecomte_Site_WQ","Reservoir",41.120706,-83.44357,NA,NA,0
"10","20110428-Mosquito_Res_Site_1",2011-04-28,"Mosquito_Res_Site_1","Reservoir",41.311782,-80.755009,NA,NA,0
"11","20110502-Berlin_1",2011-05-02,"Berlin_1","Reservoir",41.044204,-81.003526,NA,NA,0
"12","20110502-Defiance_Reservoir_Site_WQ",2011-05-02,"Defiance_Reservoir_Site_WQ","Reservoir",41.26751,-84.394521,NA,NA,0
"13","20110502-Delphos_Gilmore_Site_WQ",2011-05-02,"Delphos_Gilmore_Site_WQ","Reservoir",40.879415,-84.364513,NA,NA,0
"14","20110502-Findlay_Res_2_Site_WQ_A",2011-05-02,"Findlay_Res_2_Site_WQ_A","Reservoir",41.020428,-83.572988,NA,NA,0
"15","20110502-Findlay_Res_2_Site_WQ_B",2011-05-02,"Findlay_Res_2_Site_WQ_B","Reservoir",41.020428,-83.572988,NA,NA,0
"16","20110502-Lake_Lecomte_WQ",2011-05-02,"Lake_Lecomte_WQ","Reservoir",41.120706,-83.44357,NA,NA,0
"17","20110502-Raccoon_Creek_1",2011-05-02,"Raccoon_Creek_1","Reservoir",41.290113,-82.978627,NA,NA,0
"18","20110502-Willard_1_Rep_1",2011-05-02,"Willard_1_Rep_1","Reservoir",41.063275,-82.662544,NA,NA,0
"19","20110502-Willard_1_rep_2",2011-05-02,"Willard_1_rep_2","Reservoir",41.063275,-82.662544,NA,NA,0
"20","20110505-Mosquito_Run_Site_1",2011-05-05,"Mosquito_Run_Site_1","Reservoir",41.311782,-80.755009,NA,NA,0
"21","20110516-Findlay_Res_2_WQ_A",2011-05-16,"Findlay_Res_2_WQ_A","Reservoir",41.020428,-83.572988,NA,NA,0
"22","20110516-Findlay_Res_2_WQ_B",2011-05-16,"Findlay_Res_2_WQ_B","Reservoir",41.020428,-83.572988,NA,NA,0
"23","20110531-Findlay_Res_2_Site_WQ",2011-05-31,"Findlay_Res_2_Site_WQ","Reservoir",41.020428,-83.572988,NA,NA,0
"24","20110531-Findlay_Res_2_WQ",2011-05-31,"Findlay_Res_2_WQ","Reservoir",41.020428,-83.572988,NA,NA,0
"25","20110613-Findlay_Res_2_Site_WQ",2011-06-13,"Findlay_Res_2_Site_WQ","Reservoir",41.020428,-83.572988,NA,NA,0
"26","20110613-Findlay_Res_2_WQ",2011-06-13,"Findlay_Res_2_WQ","Reservoir",41.020428,-83.572988,NA,NA,0
"27","20110627-Findlay_Res_2",2011-06-27,"Findlay_Res_2","Reservoir",41.020428,-83.572988,NA,NA,0
"28","20110627-Findlay_Res_2_WQ",2011-06-27,"Findlay_Res_2_WQ","Reservoir",41.020428,-83.572988,NA,NA,0
"29","20110711-Findlay_Res_2_WQ_A",2011-07-11,"Findlay_Res_2_WQ_A","Reservoir",41.020428,-83.572988,NA,NA,0
"30","20110711-Findlay_Res_2_WQ_B",2011-07-11,"Findlay_Res_2_WQ_B","Reservoir",41.020428,-83.572988,NA,NA,0
"31","20110927-80305-A",2011-09-27,"80305-A","Reservoir",41.044204,-81.003526,NA,NA,0
"32","20110927-80305-B",2011-09-27,"80305-B","Reservoir",41.044204,-81.003526,NA,NA,0
"33","20120327-Mosquito_Site_1",2012-03-27,"Mosquito_Site_1","Reservoir",41.311782,-80.755009,NA,NA,0
"34","20120403-Kiser-A",2012-04-03,"Kiser-A","Reservoir",40.194528,-83.97968,NA,NA,0
"35","20120403-Kiser-B",2012-04-03,"Kiser-B","Reservoir",40.194528,-83.97968,NA,NA,0
"36","20120403-Mosquito_Site_1",2012-04-03,"Mosquito_Site_1","Reservoir",41.311782,-80.755009,NA,NA,0
"37","20120405-Alum-A",2012-04-05,"Alum-A","Reservoir",40.190943,-82.96255,NA,NA,0
"38","20120405-Alum-B",2012-04-05,"Alum-B","Reservoir",40.190943,-82.96255,NA,NA,0
"39","20120405-Delaware-A",2012-04-05,"Delaware-A","Reservoir",40.362465,-83.068877,NA,NA,0
"40","20120405-Delaware-B",2012-04-05,"Delaware-B","Reservoir",40.362465,-83.068877,NA,NA,0
"41","20120405-Hoover-A",2012-04-05,"Hoover-A","Reservoir",40.114113,-82.881026,NA,NA,0
"42","20120405-Hoover-B",2012-04-05,"Hoover-B","Reservoir",40.114113,-82.881026,NA,NA,0
"43","20120411-Bresler_Res_Site_WQ",2012-04-11,"Bresler_Res_Site_WQ","Reservoir",40.737784,-84.232962,NA,NA,0
"44","20120411-Delphos-Gillmor_Site_Wg",2012-04-11,"Delphos-Gillmor_Site_Wg","Reservoir",40.879415,-84.364513,NA,NA,0
"45","20120411-Mosquito_Site_1",2012-04-11,"Mosquito_Site_1","Reservoir",41.311782,-80.755009,NA,NA,0
"46","20120411-New_London_Site_WQ",2012-04-11,"New_London_Site_WQ","Reservoir",41.068046,-82.432871,NA,NA,0
"47","20120411-Pyamatuning_Site_1",2012-04-11,"Pyamatuning_Site_1","Reservoir",41.505146,-80.463865,NA,NA,0
"48","20120412-Defiance_Res_Site_WQ",2012-04-12,"Defiance_Res_Site_WQ","Reservoir",41.26751,-84.394521,NA,NA,0
"49","20120412-Paulding_Res_WQ",2012-04-12,"Paulding_Res_WQ","Reservoir",41.122041,-84.586739,NA,NA,0
"50","20120412-Wauseon_Res_Site_WQ",2012-04-12,"Wauseon_Res_Site_WQ","Reservoir",41.513303,-84.148122,NA,NA,0
"51","20120413-Riley_Res_WQ",2012-04-13,"Riley_Res_WQ","Reservoir",40.829917,-82.932106,NA,NA,0
"52","20120417-Findlay_Res_2_Rep_2",2012-04-17,"Findlay_Res_2_Rep_2","Reservoir",41.020428,-83.572988,NA,NA,0
"53","20120417-Findlay_Res_2_Site_Wq_Rep_1",2012-04-17,"Findlay_Res_2_Site_Wq_Rep_1","Reservoir",41.020428,-83.572988,NA,NA,0
"54","20120417-Snowden",2012-04-17,"Snowden","Reservoir",39.250497,-82.1899,NA,NA,0
"55","20120418-Berlin-A",2012-04-18,"Berlin-A","Reservoir",41.044204,-81.003526,NA,NA,0
"56","20120418-Berlin-B",2012-04-18,"Berlin-B","Reservoir",41.044204,-81.003526,NA,NA,0
"57","20120418-BERLIN",2012-04-18,"BERLIN","Reservoir",41.044204,-81.003526,NA,NA,0
"58","20120418-Bresler_Res_Site_Wq_Rep_1",2012-04-18,"Bresler_Res_Site_Wq_Rep_1","Reservoir",40.737784,-84.232962,NA,NA,0
"59","20120418-Delphos-gilmor_Site_Wq_Rep_1",2012-04-18,"Delphos-gilmor_Site_Wq_Rep_1","Reservoir",40.879415,-84.364513,NA,NA,0
"60","20120418-Dillon",2012-04-18,"Dillon","Reservoir",39.994716,-82.084202,NA,NA,0
"61","20120418-Dillon_WQ",2012-04-18,"Dillon_WQ","Reservoir",39.994716,-82.084202,NA,NA,0
"62","20120418-Mosquito_Site_1",2012-04-18,"Mosquito_Site_1","Reservoir",41.311782,-80.755009,NA,NA,0
"63","20120418-New_London_Site_2",2012-04-18,"New_London_Site_2","Reservoir",41.068046,-82.432871,NA,NA,0
"64","20120418-Pymatuning_Site_1",2012-04-18,"Pymatuning_Site_1","Reservoir",41.505146,-80.463865,NA,NA,0
"65","20120418-Rush_Creek-A",2012-04-18,"Rush_Creek-A","Reservoir",39.789556,-82.414036,NA,NA,0
"66","20120418-Rush_Creek-B",2012-04-18,"Rush_Creek-B","Reservoir",39.789556,-82.414036,NA,NA,0
"67","20120419-Defiance_Res_Site_Wq_Rep_1",2012-04-19,"Defiance_Res_Site_Wq_Rep_1","Reservoir",41.26751,-84.394521,NA,NA,0
"68","20120419-Paulding_Res_Site_Wg_Rep_1",2012-04-19,"Paulding_Res_Site_Wg_Rep_1","Reservoir",41.122041,-84.586739,NA,NA,0
"69","20120419-Wauseon_Res_Wq",2012-04-19,"Wauseon_Res_Wq","Reservoir",41.513303,-84.148122,NA,NA,0
"70","20120420-Riley_Res_Site_Wq_Rep_1",2012-04-20,"Riley_Res_Site_Wq_Rep_1","Reservoir",40.829917,-82.932106,NA,NA,0
"71","20120424-Acton_101-A",2012-04-24,"Acton_101-A","Reservoir",39.560185,-84.737399,NA,NA,0
"72","20120424-Acton_101-B",2012-04-24,"Acton_101-B","Reservoir",39.560185,-84.737399,NA,NA,0
"73","20120424-Burr_Oak-A",2012-04-24,"Burr_Oak-A","Reservoir",39.542322,-82.055252,NA,NA,0
"74","20120424-Burr_Oak-B",2012-04-24,"Burr_Oak-B","Reservoir",39.542322,-82.055252,NA,NA,0
"75","20120424-Findlay_Res_2_Site_Wg_Rep_2",2012-04-24,"Findlay_Res_2_Site_Wg_Rep_2","Reservoir",41.020428,-83.572988,NA,NA,0
"76","20120424-Findlay_Res_2_Site_Wq_Rep_1",2012-04-24,"Findlay_Res_2_Site_Wq_Rep_1","Reservoir",41.020428,-83.572988,NA,8,0
"77","20120424-GLSM",2012-04-24,"GLSM","Reservoir",40.528134,-84.502695,NA,NA,0
"78","20120424-GLSM_1",2012-04-24,"GLSM_1","Reservoir",40.528134,-84.502695,NA,NA,0
"79","20120425-Berlin",2012-04-25,"Berlin","Reservoir",41.044204,-81.003526,NA,NA,0
"80","20120425-Mosquito_Site_1",2012-04-25,"Mosquito_Site_1","Reservoir",41.311782,-80.755009,NA,NA,0
"81","20120425-Stonelick-A",2012-04-25,"Stonelick-A","Reservoir",39.216798,-84.082854,NA,NA,0
"82","20120425-Stonelick-B",2012-04-25,"Stonelick-B","Reservoir",39.216798,-84.082854,NA,NA,0
"83","20120426-Hammertown-A",2012-04-26,"Hammertown-A","Reservoir",39.055314,-82.683159,NA,NA,0
"84","20120426-Hammertown-B",2012-04-26,"Hammertown-B","Reservoir",39.055314,-82.683159,NA,NA,0
"85","20120426-Lake_Rupert-A",2012-04-26,"Lake_Rupert-A","Reservoir",39.178063,-82.519861,NA,NA,0
"86","20120426-Lake_Rupert-B",2012-04-26,"Lake_Rupert-B","Reservoir",39.178063,-82.519861,NA,NA,0
"87","20120426-Tappan-A",2012-04-26,"Tappan-A","Reservoir",40.356409,-81.22025,NA,NA,0
"88","20120426-Tappan-B",2012-04-26,"Tappan-B","Reservoir",40.356409,-81.22025,NA,NA,0
"89","20120427-Seneca_Lake-A",2012-04-27,"Seneca_Lake-A","Reservoir",39.924788,-81.431984,NA,NA,0
"90","20120427-Seneca_Lake-B",2012-04-27,"Seneca_Lake-B","Reservoir",39.924788,-81.431984,NA,NA,0
"91","20120502-Alum_Creek_Lake_Dam-A",2012-05-02,"Alum_Creek_Lake_Dam-A","Reservoir",40.190943,-82.96255,NA,NA,0
"92","20120502-Alum_Creek_Lake_Dam-B",2012-05-02,"Alum_Creek_Lake_Dam-B","Reservoir",40.190943,-82.96255,NA,NA,0
"93","20120508-Findlay_Res_2_Site_Wg_Rep_1",2012-05-08,"Findlay_Res_2_Site_Wg_Rep_1","Reservoir",41.020428,-83.572988,NA,NA,0
"94","20120508-Findlay_Res_2_Site_Wg_Rep_2",2012-05-08,"Findlay_Res_2_Site_Wg_Rep_2","Reservoir",41.020428,-83.572988,NA,NA,0
"95","20120508-Hoover-A",2012-05-08,"Hoover-A","Reservoir",40.114113,-82.881026,NA,NA,0
"96","20120508-Hoover-B",2012-05-08,"Hoover-B","Reservoir",40.114113,-82.881026,NA,NA,0
"97","20120510-Kiser",2012-05-10,"Kiser","Reservoir",40.194528,-83.97968,NA,NA,0
"98","20120510-Kiser_Dam",2012-05-10,"Kiser_Dam","Reservoir",40.194528,-83.97968,NA,NA,0
"99","20120515-Deer_Creek",2012-05-15,"Deer_Creek","Reservoir",39.624075,-83.221468,NA,NA,0
"100","20120515-Deer_Creel_Dam",2012-05-15,"Deer_Creel_Dam","Reservoir",39.624075,-83.221468,NA,NA,0
"101","20120515-Seneca_Lake_3A_Dam",2012-05-15,"Seneca_Lake_3A_Dam","Reservoir",39.924788,-81.431984,NA,NA,0
"102","20120515-Seneca_Lake_3B_Dam",2012-05-15,"Seneca_Lake_3B_Dam","Reservoir",39.924788,-81.431984,NA,NA,0
"103","20120516-Burr_Oak_Lower-A",2012-05-16,"Burr_Oak_Lower-A","Reservoir",39.542322,-82.055252,NA,NA,0
"104","20120516-Burr_Oak_Lower-B",2012-05-16,"Burr_Oak_Lower-B","Reservoir",39.542322,-82.055252,NA,NA,0
"105","20120516-Dillon",2012-05-16,"Dillon","Reservoir",39.994716,-82.084202,NA,NA,0
"106","20120516-Hammertown_1_Dam-A",2012-05-16,"Hammertown_1_Dam-A","Reservoir",39.055314,-82.683159,NA,NA,0
"107","20120516-Hammertown_1_Dam-B",2012-05-16,"Hammertown_1_Dam-B","Reservoir",39.055314,-82.683159,NA,NA,0
"108","20120516-Pleasant_Hill",2012-05-16,"Pleasant_Hill","Reservoir",40.627165,-82.324132,NA,NA,0
"109","20120516-Pleasant_Hill_WQ-A",2012-05-16,"Pleasant_Hill_WQ-A","Reservoir",40.627165,-82.324132,NA,NA,0
"110","20120516-Pleasant_Hill_WQ-B",2012-05-16,"Pleasant_Hill_WQ-B","Reservoir",40.627165,-82.324132,NA,NA,0
"111","20120516-Rush_Creek",2012-05-16,"Rush_Creek","Reservoir",39.789556,-82.414036,NA,NA,0
"112","20120516-Rush_Creek_WQ-A",2012-05-16,"Rush_Creek_WQ-A","Reservoir",39.789556,-82.414036,NA,NA,0
"113","20120516-Rush_Creek_WQ-B",2012-05-16,"Rush_Creek_WQ-B","Reservoir",39.789556,-82.414036,NA,NA,0
"114","20120517-Delaware_Dam-A",2012-05-17,"Delaware_Dam-A","Reservoir",40.362465,-83.068877,NA,NA,0
"115","20120517-Delaware_Dam-B",2012-05-17,"Delaware_Dam-B","Reservoir",40.362465,-83.068877,NA,NA,0
"116","20120518-Dillon",2012-05-18,"Dillon","Reservoir",39.994716,-82.084202,NA,NA,0
"117","20120522-80305",2012-05-22,"80305","Reservoir",41.044204,-81.003526,NA,NA,0
"118","20120522-80305_48m-A",2012-05-22,"80305_48m-A","Reservoir",41.044204,-81.003526,NA,NA,0
"119","20120522-80305_48m-B",2012-05-22,"80305_48m-B","Reservoir",41.044204,-81.003526,NA,NA,0
"120","20120522-Findlay_Res_2_WQ-A",2012-05-22,"Findlay_Res_2_WQ-A","Reservoir",41.020428,-83.572988,NA,NA,0
"121","20120522-Findlay_Res_2_WQ-B",2012-05-22,"Findlay_Res_2_WQ-B","Reservoir",41.020428,-83.572988,NA,NA,0
"122","20120522-Findlay_Res_2_Site_Wg_Rep_1",2012-05-22,"Findlay_Res_2_Site_Wg_Rep_1","Reservoir",41.020428,-83.572988,NA,NA,0
"123","20120522-Findlay_Res_2_Site_Wg_Rep_2",2012-05-22,"Findlay_Res_2_Site_Wg_Rep_2","Reservoir",41.020428,-83.572988,NA,NA,0
"124","20120522-Tappan",2012-05-22,"Tappan","Reservoir",40.356409,-81.22025,NA,NA,0
"125","20120522-Tappan_1",2012-05-22,"Tappan_1","Reservoir",40.356409,-81.22025,NA,NA,0
"126","20120523-Snowden_1_Dam-A",2012-05-23,"Snowden_1_Dam-A","Reservoir",39.250497,-82.1899,NA,NA,0
"127","20120523-Snowden_1_Dam-B",2012-05-23,"Snowden_1_Dam-B","Reservoir",39.250497,-82.1899,NA,NA,0
"128","20120530-Acton",2012-05-30,"Acton","Reservoir",39.560185,-84.737399,NA,NA,0
"129","20120530-Acton_",2012-05-30,"Acton_","Reservoir",39.560185,-84.737399,NA,NA,0
"130","20120530-GLSM_1",2012-05-30,"GLSM_1","Reservoir",40.528134,-84.502695,NA,NA,0
"131","20120530-GLSM_2",2012-05-30,"GLSM_2","Reservoir",40.528134,-84.502695,NA,NA,0
"132","20120530-Lake_Rupert_1_Dam-A",2012-05-30,"Lake_Rupert_1_Dam-A","Reservoir",39.178063,-82.519861,NA,NA,0
"133","20120530-Lake_Rupert_1_Dam-B",2012-05-30,"Lake_Rupert_1_Dam-B","Reservoir",39.178063,-82.519861,NA,NA,0
"134","20120530-Stonelick-A",2012-05-30,"Stonelick-A","Reservoir",39.216798,-84.082854,NA,NA,0
"135","20120530-Stonelick-B",2012-05-30,"Stonelick-B","Reservoir",39.216798,-84.082854,NA,NA,0
"136","20120605-Findlay_Res_2_Site_Wg_Rep_1",2012-06-05,"Findlay_Res_2_Site_Wg_Rep_1","Reservoir",41.020428,-83.572988,NA,NA,0
"137","20120605-Findlay_Res_2_Site_Wg_Rep_2",2012-06-05,"Findlay_Res_2_Site_Wg_Rep_2","Reservoir",41.020428,-83.572988,NA,NA,0
"138","20120612-Acton",2012-06-12,"Acton","Reservoir",39.560185,-84.737399,NA,NA,0
"139","20120612-Dillon",2012-06-12,"Dillon","Reservoir",39.994716,-82.084202,NA,NA,0
"140","20120612-Dillon_Dam",2012-06-12,"Dillon_Dam","Reservoir",39.994716,-82.084202,NA,NA,0
"141","20120612-Rush_Creek-A",2012-06-12,"Rush_Creek-A","Reservoir",39.789556,-82.414036,NA,NA,0
"142","20120612-Rush_Creek-B",2012-06-12,"Rush_Creek-B","Reservoir",39.789556,-82.414036,NA,NA,0
"143","20120612-Seneca_Lake_3",2012-06-12,"Seneca_Lake_3","Reservoir",39.924788,-81.431984,NA,NA,0
"144","20120613-Seneca_Lake",2012-06-13,"Seneca_Lake","Reservoir",39.924788,-81.431984,NA,NA,0
"145","20120618-Alum-A",2012-06-18,"Alum-A","Reservoir",40.190943,-82.96255,NA,NA,0
"146","20120618-Alum-B",2012-06-18,"Alum-B","Reservoir",40.190943,-82.96255,NA,NA,0
"147","20120618-Delaware_Dam-A",2012-06-18,"Delaware_Dam-A","Reservoir",40.362465,-83.068877,NA,NA,0
"148","20120618-Delaware_Dam-B",2012-06-18,"Delaware_Dam-B","Reservoir",40.362465,-83.068877,NA,NA,0
"149","20120618-Hoover-A",2012-06-18,"Hoover-A","Reservoir",40.114113,-82.881026,NA,NA,0
"150","20120618-Hoover-B",2012-06-18,"Hoover-B","Reservoir",40.114113,-82.881026,NA,NA,0
"151","20120618-Lake_Rupert",2012-06-18,"Lake_Rupert","Reservoir",39.178063,-82.519861,NA,NA,0
"152","20120618-Lake_Rupert_Lower",2012-06-18,"Lake_Rupert_Lower","Reservoir",39.178063,-82.519861,NA,NA,0
"153","20120619-80305_43m",2012-06-19,"80305_43m","Reservoir",41.044204,-81.003526,NA,NA,0
"154","20120619-80305_46m",2012-06-19,"80305_46m","Reservoir",41.044204,-81.003526,NA,NA,0
"155","20120619-Findlay_Res_2_",2012-06-19,"Findlay_Res_2_","Reservoir",41.020428,-83.572988,NA,NA,0
"156","20120619-Findlay_Res_2_WQ",2012-06-19,"Findlay_Res_2_WQ","Reservoir",41.020428,-83.572988,NA,NA,0
"157","20120619-Findlay_Res_2_Site_Wg_Rep_1",2012-06-19,"Findlay_Res_2_Site_Wg_Rep_1","Reservoir",41.020428,-83.572988,NA,NA,0
"158","20120619-Findlay_Res_2_Site_Wq_Rep_2",2012-06-19,"Findlay_Res_2_Site_Wq_Rep_2","Reservoir",41.020428,-83.572988,NA,NA,0
"159","20120620-Burr_Oak",2012-06-20,"Burr_Oak","Reservoir",39.542322,-82.055252,NA,NA,0
"160","20120620-Burr_Oak_Lower",2012-06-20,"Burr_Oak_Lower","Reservoir",39.542322,-82.055252,NA,NA,0
"161","20120620-Pleasant_Hill",2012-06-20,"Pleasant_Hill","Reservoir",40.627165,-82.324132,NA,NA,0
"162","20120620-Pleasant_Hill_Res",2012-06-20,"Pleasant_Hill_Res","Reservoir",40.627165,-82.324132,NA,NA,0
"163","20120621-Acton",2012-06-21,"Acton","Reservoir",39.560185,-84.737399,NA,NA,0
"164","20120621-GLSM_3",2012-06-21,"GLSM_3","Reservoir",40.528134,-84.502695,NA,NA,0
"165","20120621-GLSM_4",2012-06-21,"GLSM_4","Reservoir",40.528134,-84.502695,NA,NA,0
"166","20120621-Jackson_City_Hammertown",2012-06-21,"Jackson_City_Hammertown","Reservoir",39.055314,-82.683159,NA,NA,0
"167","20120621-Jackson_City_Res",2012-06-21,"Jackson_City_Res","Reservoir",39.055314,-82.683159,NA,NA,0
"168","20120622-Lake_Snowden",2012-06-22,"Lake_Snowden","Reservoir",39.250497,-82.1899,NA,NA,0
"169","20120624-Tappan",2012-06-24,"Tappan","Reservoir",40.356409,-81.22025,NA,NA,0
"170","20120625-Kiser",2012-06-25,"Kiser","Reservoir",40.194528,-83.97968,NA,NA,0
"171","20120625-Kiser_Dam",2012-06-25,"Kiser_Dam","Reservoir",40.194528,-83.97968,NA,NA,0
"172","20120628-Tappan",2012-06-28,"Tappan","Reservoir",40.356409,-81.22025,NA,NA,0
"173","20120703-Findlay_2_Site_WQ_Rep_1",2012-07-03,"Findlay_2_Site_WQ_Rep_1","Reservoir",41.020428,-83.572988,NA,NA,0
"174","20120703-Findlay_Res_2_Site_Wg_Rep_2",2012-07-03,"Findlay_Res_2_Site_Wg_Rep_2","Reservoir",41.020428,-83.572988,NA,NA,0
"175","20120708-Salt_Fork",2012-07-08,"Salt_Fork","Reservoir",40.108527,-81.551769,NA,NA,0
"176","20120713-Burr_Oak",2012-07-13,"Burr_Oak","Reservoir",39.542322,-82.055252,NA,NA,0
"177","20120713-Burr_Oak_Lower",2012-07-13,"Burr_Oak_Lower","Reservoir",39.542322,-82.055252,NA,NA,0
"178","20120716-Dow_Lake-A",2012-07-16,"Dow_Lake-A","Reservoir",39.337928,-82.01861,NA,NA,0
"179","20120716-Dow_Lake-B",2012-07-16,"Dow_Lake-B","Reservoir",39.337928,-82.01861,NA,NA,0
"180","20120716-Lake_Hope-A",2012-07-16,"Lake_Hope-A","Reservoir",39.320926,-82.354319,NA,NA,0
"181","20120716-Lake_Hope-B",2012-07-16,"Lake_Hope-B","Reservoir",39.320926,-82.354319,NA,NA,0
"182","20120716-Milton-A",2012-07-16,"Milton-A","Reservoir",41.123996,-80.975052,NA,NA,0
"183","20120716-Milton-B",2012-07-16,"Milton-B","Reservoir",41.123996,-80.975052,NA,NA,0
"184","20120716-Lake_Rupert",2012-07-16,"Lake_Rupert","Reservoir",39.178063,-82.519861,NA,NA,0
"185","20120716-Rupert",2012-07-16,"Rupert","Reservoir",39.178063,-82.519861,NA,NA,0
"186","20120716-Logan_Lower-A",2012-07-16,"Logan_Lower-A","Reservoir",39.547325,-82.475887,NA,NA,0
"187","20120716-Logan_Lower-B",2012-07-16,"Logan_Lower-B","Reservoir",39.547325,-82.475887,NA,NA,0
"188","20120716-Mosadove-A",2012-07-16,"Mosadove-A","Reservoir",41.070261,-81.362495,NA,NA,0
"189","20120716-Mosadove-B",2012-07-16,"Mosadove-B","Reservoir",41.070261,-81.362495,NA,NA,0
"190","20120717-Findlay_Res",2012-07-17,"Findlay_Res","Reservoir",41.020428,-83.572988,NA,NA,0
"191","20120717-Findlay_Res_2",2012-07-17,"Findlay_Res_2","Reservoir",41.020428,-83.572988,NA,NA,0
"192","20120717-North_2-A",2012-07-17,"North_2-A","Reservoir",41.170742,-83.66646,NA,NA,0
"193","20120717-North_2-B",2012-07-17,"North_2-B","Reservoir",41.170742,-83.66646,NA,NA,0
"194","20120717-Springfield",2012-07-17,"Springfield","Reservoir",41.027419,-81.439224,NA,NA,0
"195","20120717-Sprngfield",2012-07-17,"Sprngfield","Reservoir",41.027419,-81.439224,NA,NA,0
"196","20120717-Wert-A",2012-07-17,"Wert-A","Reservoir",40.839661,-84.574124,NA,NA,0
